,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
1043694,2017-05-31 19:07:29,2017-05-31 19:11:22,233,Wells St & Evergreen Ave,Wells St & Walton St,Subscriber,Male,1985.0
786491,2017-05-11 11:50:20,2017-05-11 12:05:55,935,Michigan Ave & 18th St,Clark St & Lake St,Subscriber,Male,1983.0
967550,2017-05-26 22:50:20,2017-05-26 23:09:46,1166,Buckingham Fountain,Michigan Ave & Washington St,Customer,,
499050,2017-04-10 02:29:43,2017-04-10 02:42:00,737,Noble St & Milwaukee Ave,California Ave & Milwaukee Ave,Subscriber,Male,1971.0
866351,2017-05-17 07:25:34,2017-05-17 07:35:44,610,Clark St & Elm St,McClurg Ct & Erie St,Subscriber,Male,1970.0
1002110,2017-05-29 11:21:38,2017-05-29 11:50:26,1728,Adler Planetarium,Adler Planetarium,Customer,,
627225,2017-04-22 16:31:03,2017-04-22 16:36:06,303,Green St & Madison St,Wacker Dr & Washington St,Subscriber,Male,1989.0
1059426,2017-06-01 18:37:58,2017-06-01 18:40:59,181,Ashland Ave & 21st St,Blue Island Ave & 18th St,Customer,,
984486,2017-05-27 23:52:54,2017-05-28 00:01:53,539,McCormick Place,MLK Jr Dr & 29th St,Subscriber,Male,1994.0
106701,2017-01-30 21:21:57,2017-01-30 21:44:31,1354,Cuyler Ave & Augusta St,Keystone Ave & Fullerton Ave,Subscriber,Male,1984.0
42041,2017-01-16 11:25:29,2017-01-16 11:38:45,796,Wabash Ave & Wacker Pl,Millennium Park,Customer,,
543675,2017-04-15 11:58:57,2017-04-15 12:15:43,1006,Southport Ave & Wellington Ave,Clark St & Lincoln Ave,Customer,,
301243,2017-03-06 05:49:00,2017-03-06 06:06:12,1032,Wells St & Concord Ln,Clinton St & Washington Blvd,Subscriber,Male,1992.0
523171,2017-04-12 20:36:00,2017-04-12 20:47:51,711,State St & Randolph St,Wells St & Polk St,Subscriber,Male,1986.0
1434468,2017-06-24 07:58:29,2017-06-24 08:05:37,428,Clark St & Randolph St,Morgan St & Lake St,Subscriber,Male,1984.0
1351037,2017-06-19 08:40:02,2017-06-19 08:47:48,466,Broadway & Argyle St,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1967.0
1445898,2017-06-24 16:16:19,2017-06-24 16:28:26,727,Lake Shore Dr & North Blvd,Clybourn Ave & Division St,Customer,,
166890,2017-02-13 17:21:25,2017-02-13 17:25:29,244,LaSalle St & Washington St,Michigan Ave & Washington St,Subscriber,Male,1974.0
1112842,2017-06-04 17:54:04,2017-06-04 18:05:16,672,Kosciuszko Park,Spaulding Ave & Armitage Ave,Subscriber,Male,1987.0
1452965,2017-06-24 22:37:35,2017-06-24 22:53:27,952,Streeter Dr & Grand Ave,Clark St & North Ave,Subscriber,Female,1974.0
415019,2017-03-28 16:58:31,2017-03-28 17:09:40,669,Franklin St & Lake St,Financial Pl & Congress Pkwy,Subscriber,Female,1957.0
447033,2017-04-03 09:32:53,2017-04-03 09:46:47,834,Halsted St & Maxwell St,Franklin St & Monroe St,Subscriber,Male,1989.0
1391429,2017-06-21 16:48:01,2017-06-21 16:59:17,676,Wells St & Polk St,Clark St & Lake St,Subscriber,Male,1979.0
1027192,2017-05-30 18:08:27,2017-05-30 18:18:51,624,Streeter Dr & Grand Ave,McClurg Ct & Erie St,Customer,,
41910,2017-01-16 09:01:31,2017-01-16 09:11:15,584,Wells St & Polk St,Aberdeen St & Monroe St,Subscriber,Male,1974.0
159531,2017-02-12 09:10:30,2017-02-12 09:23:12,762,Damen Ave & Division St,Ogden Ave & Chicago Ave,Subscriber,Female,1983.0
594605,2017-04-19 08:39:31,2017-04-19 08:47:07,456,Canal St & Adams St,Wabash Ave & Wacker Pl,Subscriber,Male,1982.0
1509273,2017-06-28 08:21:59,2017-06-28 08:41:27,1168,Canal St & Adams St,St. Clair St & Erie St,Subscriber,Male,1956.0
398298,2017-03-24 17:20:35,2017-03-24 17:39:13,1118,Franklin St & Quincy St,Sheffield Ave & Willow St,Subscriber,Male,1988.0
959569,2017-05-26 07:08:11,2017-05-26 07:29:52,1301,LaSalle St & Jackson Blvd,Sheffield Ave & Fullerton Ave,Subscriber,Male,1977.0
133776,2017-02-06 15:44:30,2017-02-06 15:54:52,622,Morgan St & Polk St,Clinton St & Madison St,Subscriber,Male,1979.0
4172,2017-01-03 07:30:28,2017-01-03 07:36:56,388,Broadway & Cornelia Ave,Wilton Ave & Belmont Ave,Subscriber,Female,1969.0
1457105,2017-06-25 11:35:02,2017-06-25 11:57:58,1376,Columbus Dr & Randolph St,McCormick Place,Customer,,
787999,2017-05-11 15:09:06,2017-05-11 15:28:34,1168,Damen Ave & Madison St,Jefferson St & Monroe St,Customer,,
449481,2017-04-03 20:29:51,2017-04-03 20:31:50,119,Franklin St & Chicago Ave,Wells St & Walton St,Subscriber,Female,1994.0
29689,2017-01-11 17:03:16,2017-01-11 17:05:28,132,Franklin St & Quincy St,LaSalle St & Jackson Blvd,Subscriber,Female,1979.0
295091,2017-03-04 15:14:38,2017-03-04 15:25:09,631,Clark St & Bryn Mawr Ave,Sheridan Rd & Loyola Ave,Subscriber,Male,1983.0
185273,2017-02-16 17:49:29,2017-02-16 17:55:48,379,McClurg Ct & Erie St,State St & Pearson St,Subscriber,Male,1987.0
677895,2017-04-26 17:52:05,2017-04-26 17:56:44,279,State St & Randolph St,Canal St & Monroe St (*),Subscriber,Male,1975.0
1465165,2017-06-25 16:52:28,2017-06-25 17:22:25,1797,Clark St & Chicago Ave,Michigan Ave & 14th St,Customer,,
268292,2017-02-27 13:10:18,2017-02-27 17:40:44,16226,Stockton Dr & Wrightwood Ave,Stockton Dr & Wrightwood Ave,Customer,,
665423,2017-04-25 18:17:15,2017-04-25 18:21:46,271,900 W Harrison St,Loomis St & Taylor St (*),Subscriber,Male,1992.0
185105,2017-02-16 17:35:46,2017-02-16 17:37:07,81,Clinton St & Jackson Blvd,Clinton St & Madison St,Subscriber,Male,1980.0
444689,2017-04-02 21:14:26,2017-04-02 21:33:15,1129,Wabash Ave & Adams St,Wells St & 19th St,Subscriber,Female,1990.0
686884,2017-04-27 20:00:58,2017-04-27 20:17:32,994,Hermitage Ave & Polk St,Clinton St & Madison St,Subscriber,Male,1990.0
1300868,2017-06-16 05:55:58,2017-06-16 06:03:35,457,Desplaines St & Kinzie St,State St & Randolph St,Subscriber,Male,1972.0
1362874,2017-06-19 21:30:38,2017-06-19 21:33:26,168,Indiana Ave & 31st St,MLK Jr Dr & 29th St,Subscriber,Male,1991.0
1528222,2017-06-29 15:52:03,2017-06-29 16:53:39,3696,Clinton St & Washington Blvd,Wells St & Evergreen Ave,Customer,,
1003567,2017-05-29 12:48:54,2017-05-29 13:13:46,1492,Sedgwick St & Webster Ave,Dusable Harbor,Subscriber,Male,1976.0
1415103,2017-06-22 20:31:43,2017-06-22 20:43:10,687,Lake Shore Dr & North Blvd,Clark St & Wrightwood Ave,Subscriber,Female,1990.0
841484,2017-05-15 15:53:00,2017-05-15 16:05:31,751,Peoria St & Jackson Blvd,Wabash Ave & Roosevelt Rd,Subscriber,Male,1989.0
897531,2017-05-19 15:18:54,2017-05-19 15:26:05,431,Franklin St & Chicago Ave,Canal St & Madison St,Subscriber,Male,1981.0
1095607,2017-06-03 18:07:44,2017-06-03 18:09:13,89,Sedgwick St & Webster Ave,Sedgwick St & Webster Ave,Subscriber,Male,1991.0
325201,2017-03-09 11:47:56,2017-03-09 11:51:46,230,Wabash Ave & Wacker Pl,Stetson Ave & South Water St,Subscriber,Male,1951.0
25295,2017-01-10 16:52:00,2017-01-10 16:58:30,390,Morgan St & Lake St,Clinton St & Madison St,Subscriber,Male,1972.0
136442,2017-02-06 21:40:57,2017-02-06 21:54:49,832,Wolcott Ave & Polk St,Jefferson St & Monroe St,Subscriber,Male,1970.0
1201494,2017-06-09 21:12:33,2017-06-09 21:17:43,310,Peoria St & Jackson Blvd,Jefferson St & Monroe St,Subscriber,Male,1993.0
1097805,2017-06-03 19:49:36,2017-06-03 20:01:21,705,Clark St & Columbia Ave,Maplewood Ave & Peterson Ave,Subscriber,Male,1981.0
636974,2017-04-23 15:28:12,2017-04-23 16:29:33,3681,Lake Shore Dr & Wellington Ave,Aberdeen St & Jackson Blvd,Customer,,
1485875,2017-06-26 19:44:49,2017-06-26 20:07:58,1389,Theater on the Lake,Clarendon Ave & Gordon Ter,Subscriber,Male,1981.0
1487230,2017-06-26 21:54:26,2017-06-26 22:01:26,420,Loomis St & Lexington St,Ashland Ave & 13th St,Subscriber,Male,1993.0
587721,2017-04-18 17:21:40,2017-04-18 17:25:13,213,Kingsbury St & Kinzie St,Clinton St & Washington Blvd,Subscriber,Male,1969.0
1234804,2017-06-11 17:55:33,2017-06-11 18:15:51,1218,Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,Customer,,
1060517,2017-06-01 19:31:59,2017-06-01 19:36:43,284,Broadway & Waveland Ave,Wilton Ave & Belmont Ave,Subscriber,Male,1992.0
473949,2017-04-08 09:09:25,2017-04-08 10:20:42,4277,Lake Shore Dr & Monroe St,Lake Shore Dr & Monroe St,Customer,,
675025,2017-04-26 15:46:06,2017-04-26 15:56:50,644,Financial Pl & Congress Pkwy,Clinton St & Madison St,Subscriber,Male,1962.0
43018,2017-01-17 06:17:30,2017-01-17 06:27:27,597,Franklin St & Jackson Blvd,Wells St & Huron St,Subscriber,Male,1992.0
723937,2017-05-03 21:05:45,2017-05-03 21:31:57,1572,Streeter Dr & Grand Ave,Broadway & Cornelia Ave,Subscriber,Male,1983.0
1271338,2017-06-13 21:48:05,2017-06-13 21:52:04,239,Larrabee St & North Ave,Larrabee St & Division St,Subscriber,Male,1989.0
1498097,2017-06-27 16:44:08,2017-06-27 17:00:45,997,Millennium Park,Indiana Ave & Roosevelt Rd,Subscriber,Male,1973.0
962261,2017-05-26 10:24:16,2017-05-26 10:31:29,433,Daley Center Plaza,Clinton St & Washington Blvd,Subscriber,Male,1964.0
25515,2017-01-10 17:18:51,2017-01-10 17:25:44,413,Wabash Ave & Adams St,Canal St & Madison St,Subscriber,Male,1986.0
970091,2017-05-27 10:59:01,2017-05-27 11:10:16,675,Sheffield Ave & Waveland Ave,Clark St & Wrightwood Ave,Subscriber,Female,1988.0
714737,2017-05-03 06:52:52,2017-05-03 07:16:08,1396,Leavitt St & Lawrence Ave,Lake Shore Dr & Belmont Ave,Subscriber,Female,1982.0
1331674,2017-06-18 07:18:16,2017-06-18 07:22:03,227,Clark St & Chicago Ave,State St & Kinzie St,Subscriber,Male,1984.0
822708,2017-05-14 00:13:49,2017-05-14 00:22:03,494,Clark St & Armitage Ave,Sheffield Ave & Fullerton Ave,Subscriber,Male,1988.0
66501,2017-01-21 15:05:42,2017-01-21 15:32:13,1591,Mies van der Rohe Way & Chestnut St,Dayton St & North Ave,Subscriber,Male,1988.0
918686,2017-05-22 09:41:35,2017-05-22 09:58:21,1006,Clarendon Ave & Junior Ter,Lake Shore Dr & Wellington Ave,Subscriber,Male,1989.0
1197348,2017-06-09 17:24:38,2017-06-09 17:41:59,1041,Morgan St & Lake St,Wood St & Division St,Subscriber,Male,1983.0
895611,2017-05-19 08:26:44,2017-05-19 08:38:42,718,Noble St & Milwaukee Ave,State St & Kinzie St,Subscriber,Male,1986.0
1534716,2017-06-30 00:31:05,2017-06-30 00:33:49,164,Larrabee St & Armitage Ave,Larrabee St & Webster Ave,Subscriber,Female,1986.0
243872,2017-02-22 15:33:32,2017-02-22 15:59:21,1549,Halsted St & Polk St,Lake Shore Dr & Ohio St,Customer,,
1170333,2017-06-08 09:30:40,2017-06-08 09:47:23,1003,Rockwell St & Eastwood Ave,Ravenswood Ave & Montrose Ave (*),Subscriber,Female,1965.0
527778,2017-04-13 17:37:57,2017-04-13 17:45:57,480,Talman Ave & Addison St,Drake Ave & Addison St,Subscriber,Male,1979.0
423751,2017-03-30 08:36:51,2017-03-30 08:53:47,1016,Larrabee St & Kingsbury St,Michigan Ave & Congress Pkwy,Subscriber,Male,1971.0
249237,2017-02-23 05:43:57,2017-02-23 05:55:20,683,Clark St & Elm St,Lake Shore Dr & Wellington Ave,Subscriber,Male,1988.0
289255,2017-03-03 08:42:14,2017-03-03 08:46:31,257,Damen Ave & Chicago Ave,Ashland Ave & Augusta Blvd,Subscriber,Male,1982.0
115852,2017-02-01 17:16:54,2017-02-01 17:34:18,1044,Canal St & Monroe St (*),Sedgwick St & North Ave,Subscriber,Male,1975.0
1322943,2017-06-17 13:32:28,2017-06-17 13:55:36,1388,Drake Ave & Fullerton Ave,Paulina Ave & North Ave,Subscriber,Male,1994.0
589151,2017-04-18 18:11:18,2017-04-18 18:15:11,233,Clinton St & Jackson Blvd,Desplaines St & Randolph St,Subscriber,Male,1976.0
266244,2017-02-27 07:57:24,2017-02-27 08:00:27,183,Broadway & Belmont Ave,Wilton Ave & Belmont Ave,Subscriber,Male,1987.0
1181060,2017-06-08 18:51:48,2017-06-08 19:22:44,1856,State St & Kinzie St,California Ave & Milwaukee Ave,Subscriber,Male,1971.0
551714,2017-04-15 16:28:32,2017-04-15 16:39:09,637,Drake Ave & Fullerton Ave,Kedzie Ave & Milwaukee Ave,Customer,,
190151,2017-02-17 13:57:04,2017-02-17 14:22:09,1505,Streeter Dr & Grand Ave,Streeter Dr & Grand Ave,Customer,,
1297139,2017-06-15 18:57:03,2017-06-15 19:02:51,348,Indiana Ave & 31st St,Rhodes Ave & 32nd St,Subscriber,Female,1993.0
97875,2017-01-27 18:02:46,2017-01-27 18:12:19,573,Dearborn Pkwy & Delaware Pl,Clark St & Congress Pkwy,Subscriber,Male,1965.0
337328,2017-03-12 12:27:43,2017-03-12 12:54:29,1606,Montrose Harbor,Theater on the Lake,Customer,,
331506,2017-03-10 13:23:09,2017-03-10 13:31:23,494,Morgan Ave & 14th Pl,Canal St & Harrison St,Subscriber,Male,1976.0
178872,2017-02-15 16:47:39,2017-02-15 16:59:55,736,Clark St & Randolph St,McClurg Ct & Erie St,Subscriber,Female,1979.0
1401136,2017-06-22 07:41:01,2017-06-22 07:44:23,202,Wabash Ave & 8th St,Wabash Ave & Roosevelt Rd,Subscriber,Male,1962.0
577801,2017-04-17 18:31:16,2017-04-17 18:42:23,667,Franklin St & Monroe St,Wabash Ave & Roosevelt Rd,Subscriber,Male,1989.0
1195487,2017-06-09 16:30:06,2017-06-09 16:48:06,1080,Larrabee St & Kingsbury St,Western Ave & Walton St,Subscriber,Male,1988.0
1328194,2017-06-17 17:45:16,2017-06-17 18:09:10,1434,Streeter Dr & Grand Ave,Michigan Ave & 8th St,Customer,,
497321,2017-04-09 18:52:11,2017-04-09 19:02:31,620,Wilton Ave & Diversey Pkwy,Sheffield Ave & Kingsbury St,Subscriber,Male,1990.0
1515887,2017-06-28 17:43:14,2017-06-28 17:48:13,299,Clark St & Lunt Ave,Paulina St & Howard St,Subscriber,Male,1992.0
266719,2017-02-27 08:27:54,2017-02-27 08:39:54,720,Artesian Ave & Hubbard St,Ashland Ave & Harrison St,Subscriber,Male,1973.0
268288,2017-02-27 13:09:44,2017-02-27 17:40:51,16267,Stockton Dr & Wrightwood Ave,Stockton Dr & Wrightwood Ave,Customer,,
1319294,2017-06-17 10:53:07,2017-06-17 11:15:15,1328,Noble St & Milwaukee Ave,Damen Ave & Clybourn Ave,Subscriber,Male,1983.0
1406195,2017-06-22 13:13:58,2017-06-22 13:23:57,599,Morgan St & Lake St,Wabash Ave & Wacker Pl,Subscriber,Male,1985.0
1004732,2017-05-29 13:29:37,2017-05-29 13:36:09,392,Lake Shore Dr & Diversey Pkwy,Broadway & Barry Ave,Subscriber,Male,1970.0
1188030,2017-06-09 09:23:37,2017-06-09 09:38:50,913,Morgan St & Lake St,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Female,1977.0
1241220,2017-06-12 07:54:42,2017-06-12 08:03:11,509,Clark St & 9th St (AMLI),Daley Center Plaza,Subscriber,Male,1989.0
1385606,2017-06-21 10:16:57,2017-06-21 10:46:40,1783,Michigan Ave & Jackson Blvd,Streeter Dr & Grand Ave,Customer,,
896874,2017-05-19 12:45:22,2017-05-19 13:03:58,1116,Larrabee St & Division St,Clark St & Randolph St,Subscriber,Male,1987.0
1374642,2017-06-20 17:18:43,2017-06-20 17:33:28,885,Wood St & Taylor St,Clinton St & Jackson Blvd,Subscriber,Female,1964.0
1430552,2017-06-23 19:10:21,2017-06-23 19:23:28,787,University Ave & 57th St,Museum of Science and Industry,Subscriber,Male,1988.0
1324381,2017-06-17 14:30:29,2017-06-17 14:51:27,1258,Pine Grove Ave & Waveland Ave,Lakefront Trail & Bryn Mawr Ave,Subscriber,Female,1988.0
1368678,2017-06-20 10:44:11,2017-06-20 11:04:34,1223,Clifton Ave & Armitage Ave,Desplaines St & Jackson Blvd,Subscriber,Male,1977.0
1426499,2017-06-23 16:49:34,2017-06-23 16:54:00,266,Clinton St & Lake St,Green St & Randolph St,Subscriber,Male,1987.0
1473304,2017-06-26 08:34:53,2017-06-26 08:48:19,806,Wells St & Walton St,LaSalle St & Jackson Blvd,Subscriber,Female,1978.0
334567,2017-03-11 09:00:03,2017-03-11 09:11:51,708,Washtenaw Ave & Lawrence Ave,2112 W Peterson Ave,Subscriber,Male,1983.0
1078967,2017-06-02 19:59:03,2017-06-02 20:04:27,324,Western Ave & Walton St,Artesian Ave & Hubbard St,Subscriber,Male,1986.0
436723,2017-04-01 16:04:06,2017-04-01 16:47:46,2620,Lake Park Ave & 56th St,Indiana Ave & Roosevelt Rd,Customer,,
1410350,2017-06-22 17:16:43,2017-06-22 17:22:21,338,Wabash Ave & Grand Ave,Wabash Ave & Wacker Pl,Subscriber,Female,1979.0
5660,2017-01-03 13:21:42,2017-01-03 13:27:17,335,Franklin St & Monroe St,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1980.0
27486,2017-01-11 08:11:46,2017-01-11 08:15:42,236,Clark St & Elmdale Ave,Broadway & Thorndale Ave,Subscriber,Male,1968.0
1408902,2017-06-22 16:31:55,2017-06-22 16:50:49,1134,Clark St & Armitage Ave,Streeter Dr & Grand Ave,Customer,,
1176670,2017-06-08 16:43:23,2017-06-08 17:00:00,997,Sangamon St & Washington Blvd (*),Clark St & Chicago Ave,Subscriber,Male,1992.0
194853,2017-02-17 19:55:23,2017-02-17 19:59:44,261,Ravenswood Ave & Lawrence Ave,Clark St & Winnemac Ave,Subscriber,Female,1982.0
629897,2017-04-23 00:05:44,2017-04-23 00:27:37,1313,Dearborn St & Monroe St,Wood St & Milwaukee Ave,Subscriber,Male,1982.0
1257948,2017-06-13 08:11:37,2017-06-13 08:19:15,458,Kingsbury St & Erie St,Clinton St & Madison St,Subscriber,Male,1987.0
225150,2017-02-20 14:12:42,2017-02-20 14:33:13,1231,Streeter Dr & Grand Ave,Adler Planetarium,Customer,,
1417485,2017-06-23 07:54:46,2017-06-23 07:59:43,297,Ravenswood Ave & Lawrence Ave,Ravenswood Ave & Berteau Ave,Subscriber,Male,1991.0
123528,2017-02-03 14:06:34,2017-02-03 14:20:06,812,Lincoln Ave & Belmont Ave,Clifton Ave & Armitage Ave,Subscriber,Female,1990.0
347250,2017-03-16 07:30:35,2017-03-16 07:41:57,682,Lincoln Ave & Diversey Pkwy,Larrabee St & Webster Ave,Subscriber,Female,1983.0
1240389,2017-06-12 07:16:38,2017-06-12 07:23:26,408,Michigan Ave & 18th St,Clinton St & 18th St,Subscriber,Male,1968.0
1418879,2017-06-23 09:25:36,2017-06-23 09:36:26,650,Aberdeen St & Jackson Blvd,Daley Center Plaza,Subscriber,Male,1981.0
1016581,2017-05-30 06:57:54,2017-05-30 07:07:13,559,Canal St & Adams St,State St & Kinzie St,Subscriber,Male,1980.0
772175,2017-05-09 17:32:35,2017-05-09 17:43:54,679,Dearborn St & Adams St,Wabash Ave & Roosevelt Rd,Subscriber,Male,1985.0
793510,2017-05-11 20:26:22,2017-05-11 20:41:04,882,Western Ave & Leland Ave,Clarendon Ave & Leland Ave,Subscriber,Male,1982.0
1255417,2017-06-13 00:07:04,2017-06-13 00:10:32,208,Kingsbury St & Kinzie St,Desplaines St & Kinzie St,Subscriber,Male,1986.0
1178750,2017-06-08 17:36:46,2017-06-08 17:55:14,1108,Canal St & Adams St,Ashland Ave & Augusta Blvd,Subscriber,Female,1984.0
257463,2017-02-24 14:19:50,2017-02-24 14:34:06,856,Canal St & Monroe St (*),St. Clair St & Erie St,Subscriber,Male,1900.0
903638,2017-05-20 19:10:00,2017-05-20 19:21:28,688,Montrose Harbor,Montrose Harbor,Subscriber,Male,1992.0
833353,2017-05-14 19:47:08,2017-05-14 20:14:15,1627,Theater on the Lake,Broadway & Sheridan Rd,Subscriber,Male,1999.0
439427,2017-04-02 07:33:48,2017-04-02 07:38:04,256,Wisconsin Ave & Madison St,Marion St & South Blvd,Subscriber,Male,1995.0
105577,2017-01-30 17:26:56,2017-01-30 17:40:51,835,LaSalle St & Jackson Blvd,Dearborn St & Erie St,Subscriber,Female,1989.0
786383,2017-05-11 11:34:21,2017-05-11 11:43:10,529,Franklin St & Monroe St,State St & Randolph St,Subscriber,Male,1992.0
267007,2017-02-27 08:49:18,2017-02-27 08:55:34,376,Southport Ave & Wellington Ave,Wilton Ave & Diversey Pkwy,Subscriber,Male,1990.0
1387578,2017-06-21 12:53:30,2017-06-21 13:02:03,513,Michigan Ave & Oak St,Dearborn St & Erie St,Subscriber,Female,1959.0
1510936,2017-06-28 09:57:17,2017-06-28 10:04:28,431,Wabash Ave & 16th St,McCormick Place,Customer,,
1285369,2017-06-15 08:08:24,2017-06-15 08:14:40,376,Drake Ave & Fullerton Ave,Kedzie Ave & Milwaukee Ave,Subscriber,Male,1994.0
265697,2017-02-27 07:05:56,2017-02-27 07:22:16,980,Ritchie Ct & Banks St,Bissell St & Armitage Ave,Subscriber,Female,1985.0
1167938,2017-06-08 07:35:03,2017-06-08 08:01:42,1599,Leavitt St & Addison St,Wood St & Hubbard St,Subscriber,Female,1973.0
1415443,2017-06-22 20:58:24,2017-06-22 21:15:08,1004,Lincoln Ave & Belle Plaine Ave,Wilton Ave & Belmont Ave,Subscriber,Male,1985.0
1208122,2017-06-10 12:16:55,2017-06-10 12:30:26,811,Calumet Ave & 21st St,Fort Dearborn Dr & 31st St,Subscriber,Male,1989.0
1090997,2017-06-03 15:23:50,2017-06-03 15:45:30,1300,Lake Shore Dr & North Blvd,Theater on the Lake,Customer,,
1395540,2017-06-21 18:40:27,2017-06-21 18:51:07,640,Clark St & Randolph St,Michigan Ave & Oak St,Subscriber,Male,1991.0
753839,2017-05-07 15:16:06,2017-05-07 15:36:15,1209,Michigan Ave & Lake St,Streeter Dr & Grand Ave,Customer,,
699052,2017-04-30 11:37:20,2017-04-30 11:43:32,372,Wells St & Concord Ln,Clybourn Ave & Division St,Subscriber,Female,1994.0
1144035,2017-06-06 17:25:32,2017-06-06 17:29:20,228,Daley Center Plaza,Stetson Ave & South Water St,Subscriber,Male,1980.0
1432867,2017-06-23 22:14:39,2017-06-23 22:24:20,581,Federal St & Polk St,LaSalle St & Washington St,Subscriber,Male,1987.0
723212,2017-05-03 19:14:31,2017-05-03 19:32:27,1076,Wabash Ave & Roosevelt Rd,Millennium Park,Customer,,
1146909,2017-06-06 19:03:06,2017-06-06 19:19:06,960,Clinton St & Jackson Blvd,Morgan St & Lake St,Subscriber,Female,1987.0
1393877,2017-06-21 17:49:04,2017-06-21 17:53:24,260,Clinton St & Tilden St,Clinton St & Madison St,Subscriber,Male,1967.0
603701,2017-04-20 09:53:25,2017-04-20 10:17:27,1442,Wells St & Evergreen Ave,Marshfield Ave & Cortland St,Customer,,
460715,2017-04-06 09:39:22,2017-04-06 09:43:38,256,Ellis Ave & 58th St,Woodlawn Ave & 55th St,Subscriber,Male,1993.0
1549740,2017-06-30 20:05:22,2017-06-30 20:20:35,913,Clifton Ave & Armitage Ave,Wells St & Elm St,Subscriber,Female,1992.0
1386340,2017-06-21 11:26:35,2017-06-21 11:41:22,887,Franklin St & Jackson Blvd,Columbus Dr & Randolph St,Subscriber,Male,1978.0
211963,2017-02-19 11:57:40,2017-02-19 12:21:52,1452,St. Clair St & Erie St,Canal St & Monroe St (*),Customer,,
1203316,2017-06-10 07:29:46,2017-06-10 07:38:20,514,Canal St & Taylor St,Franklin St & Quincy St,Subscriber,Female,1980.0
330059,2017-03-10 08:15:38,2017-03-10 08:32:35,1017,Wells St & Concord Ln,Desplaines St & Jackson Blvd,Subscriber,Male,1985.0
1181750,2017-06-08 19:26:59,2017-06-08 19:49:22,1343,Streeter Dr & Grand Ave,Field Museum,Customer,,
75691,2017-01-23 15:17:02,2017-01-23 15:25:59,537,Shedd Aquarium,Shedd Aquarium,Customer,,
73584,2017-01-23 07:50:08,2017-01-23 08:00:40,632,Clybourn Ave & Division St,LaSalle St & Washington St,Subscriber,Male,1992.0
686458,2017-04-27 18:56:14,2017-04-27 19:09:53,819,Ellis Ave & 58th St,Dorchester Ave & 49th St,Subscriber,Female,1988.0
